tree,leaf,treatment,exp.round,field.date,lab.date,field.obs,lab.mite.obs,dom,eggs,RS,LB,nymph,OB,LL,LC,CLB,SP,MISC,BY,PR,eriophyid.pres,fungal.obs,fungal.count,fungal.notes,midrib.tape,leaf.tear,mite.notes,field.notes,gall_mm2,prop_herb,leaf_area_mm2,longitude,latitude,elevation,B
36,3,control,1,16-May-22,17-May-22,AM,MW,6,0,0,0,0,1,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,10.4569601,0,2447.509307,-84.47441,42.71567,277,0
37,1,treatment,1,16-May-22,17-May-22,CG,MW,14,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,3573.255273,-84.47379,42.7165,279,0
37,2,treatment,1,16-May-22,17-May-22,CG,MW,8,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,2728.698487,-84.47379,42.7165,279,0
37,3,treatment,1,16-May-22,17-May-22,CG,MW,12,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,3069.070298,-84.47379,42.7165,279,0
38,1,control,1,16-May-22,17-May-22,AM,MW,14,0,2,0,0,0,1,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.  Small leaf. Taped across midrib.,1,0,NA,NA,0,0.020222482,869.6248161,-84.4744,42.71494,273,0
38,2,control,1,16-May-22,17-May-22,AM,MW,19,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,2426.405423,-84.4744,42.71494,273,0
38,3,control,1,16-May-22,17-May-22,AM,MW,22,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,2336.357287,-84.4744,42.71494,273,0
39,1,treatment,1,16-May-22,17-May-22,AM,MW,12,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,30.45152802,0,1446.171596,-84.47278,42.71552,277,0
39,2,treatment,1,16-May-22,17-May-22,AM,MW,18,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,17.70245962,0,3238.100293,-84.47278,42.71552,277,0
39,3,treatment,1,16-May-22,17-May-22,AM,MW,15,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,2.166660627,0,1767.518371,-84.47278,42.71552,277,0
40,1,control,1,16-May-22,17-May-22,AM,MW,26,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,3.887085939,0,2571.512545,-84.47311,42.71576,276,0
40,2,control,1,16-May-22,17-May-22,AM,MW,22,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,7.603921457,0,2320.532958,-84.47311,42.71576,276,0
40,3,control,1,16-May-22,17-May-22,AM,MW,17,0,1,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0.258063797,0,1563.913203,-84.47311,42.71576,276,0
41,1,treatment,1,16-May-22,17-May-22,MO,MW,16,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes. Leaf tear,0,1,NA,NA,0,0.008929857,3110.453695,-84.477407,42.714732,274,0
41,2,treatment,1,16-May-22,17-May-22,MO,MW,16,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes. Leaf tear,0,1,NA,NA,0,0,3009.760428,-84.477407,42.714732,274,0
41,3,treatment,1,16-May-22,17-May-22,MO,MW,16,0,0,0,1,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,2218.509945,-84.477407,42.714732,274,0
42,1,control,1,16-May-22,17-May-22,AM,MW,4,0,0,0,1,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,14.42289887,0,1948.84403,-84.47549,42.71612,279,0
42,2,control,1,16-May-22,17-May-22,AM,MW,6,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,4.455184714,0,1936.931877,-84.47549,42.71612,279,0
42,3,control,1,16-May-22,17-May-22,AM,MW,13,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,6.444426481,0,3672.717361,-84.47549,42.71612,279,0
43,1,treatment,1,16-May-22,17-May-22,CG,CG,29,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,2970.023979,-84.474242,42.717805,280,0
43,2,treatment,1,16-May-22,17-May-22,CG,CG,29,1,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,3167.994754,-84.474242,42.717805,280,0
43,3,treatment,1,16-May-22,17-May-22,CG,CG,27,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,15.86017085,0,2551.661346,-84.474242,42.717805,280,0
44,1,control,1,16-May-22,17-May-22,AM,MW,13,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,6.944425088,0,2477.847932,-84.47668,42.71891,269,0
44,2,control,1,16-May-22,17-May-22,AM,MW,17,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,1805.575612,-84.47668,42.71891,269,0
44,3,control,1,16-May-22,17-May-22,AM,MW,10,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,2030.177137,-84.47668,42.71891,269,0
45,1,treatment,1,16-May-22,17-May-22,CG,CG,33,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes. Tape ripped leaf. Sampled from upper left,0,1,NA,NA,0,0.226437987,2487.290558,-84.475511,42.718259,278,0
45,2,treatment,1,16-May-22,17-May-22,CG,CG,32,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes. Tape ripped leaf. Sampled from upper left,0,1,NA,NA,0,0.183032266,2709.985278,-84.475511,42.718259,278,0
45,3,treatment,1,16-May-22,17-May-22,CG,CG,29,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes. Small tear from tape,0,1,NA,NA,0,0.055376911,2062.626867,-84.475511,42.718259,278,0
46,1,control,1,16-May-22,17-May-22,CG,MW,4,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,111.2290806,0,3000.991635,-84.473177,42.717101,278,0
46,2,control,1,16-May-22,17-May-22,CG,MW,9,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,2517.204453,-84.473177,42.717101,278,0
46,3,control,1,16-May-22,17-May-22,CG,MW,1,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,50.04287126,0,2043.082119,-84.473177,42.717101,278,0
47,1,treatment,1,16-May-22,17-May-22,CG,MW,17,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,1855.833537,-84.47764,42.71812,270,0
47,2,treatment,1,16-May-22,17-May-22,CG,MW,19,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,4.379916107,0,2100.207408,-84.47764,42.71812,270,0
47,3,treatment,1,16-May-22,17-May-22,CG,MW,26,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,2257.981161,-84.47764,42.71812,270,0
48,1,control,1,16-May-22,17-May-22,AM,MW,17,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,1870.111275,-84.47566,42.71501,274,0
48,2,control,1,16-May-22,17-May-22,AM,MW,16,0,2,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,18.00353405,0,2474.471597,-84.47566,42.71501,274,0
48,3,control,1,16-May-22,17-May-22,AM,MW,21,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,1525.101484,-84.47566,42.71501,274,0
49,1,treatment,1,16-May-22,17-May-22,MO,MW,18,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,1713.669058,-84.477381,42.716787,278,0
49,2,treatment,1,16-May-22,17-May-22,MO,MW,19,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,1982.707735,-84.477381,42.716787,278,0
49,3,treatment,1,16-May-22,17-May-22,MO,MW,14,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,1290.331529,-84.477381,42.716787,278,0
51,1,treatment,1,16-May-22,17-May-22,CG,MW,9,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,7.562702934,0,3093.541556,-84.473771,42.717038,280,0
51,2,treatment,1,16-May-22,17-May-22,CG,MW,6,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,21.79205395,0,3534.999107,-84.473771,42.717038,280,0
51,3,treatment,1,16-May-22,17-May-22,CG,MW,6,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,38.41924775,0,2490.260084,-84.473771,42.717038,280,0
52,1,control,1,16-May-22,17-May-22,AM,MW,16,0,0,0,0,1,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,6.184570575,0,3008.348245,-84.47477,42.71485,274,0
52,2,control,1,16-May-22,17-May-22,AM,MW,12,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes. Tiny leaf tear.,0,1,NA,NA,0,0,2090.368725,-84.47477,42.71485,274,0
52,3,control,1,16-May-22,17-May-22,AM,MW,12,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes. Tiny leaf tear.,0,1,NA,NA,0,0,1706.025711,-84.47477,42.71485,274,0
53,1,treatment,1,16-May-22,17-May-22,AM,MW,12,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes. Small leaf taped over midrib.,1,0,NA,NA,19.37449797,0,1511.076433,-84.47513,42.7159,278,0
53,2,treatment,1,16-May-22,17-May-22,AM,MW,15,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,9.672016051,0,1859.985855,-84.47513,42.7159,278,0
53,3,treatment,1,16-May-22,17-May-22,AM,MW,18,0,0,1,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,4.172031382,0,3398.684075,-84.47513,42.7159,278,0
54,1,control,1,16-May-22,17-May-22,CG,CG,30,0,0,0,2,1,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,57.07690184,0,2495.706305,-84.475067,42.717657,278,0
54,2,control,1,16-May-22,17-May-22,CG,CG,30,2,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,3364.728972,-84.475067,42.717657,278,0
54,3,control,1,16-May-22,17-May-22,CG,CG,26,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,NA,tape ripped leaf. No fungi data. NA,na,1,NA,NA,11.71143689,0.12562961,1827.021789,-84.475067,42.717657,278,0
55,1,treatment,1,16-May-22,17-May-22,CG,MW,4,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,16.85837595,0,2917.914806,-84.473862,42.71701,280,0
55,2,treatment,1,16-May-22,17-May-22,CG,MW,6,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,2.587806407,0,2752.284443,-84.473862,42.71701,280,0
55,3,treatment,1,16-May-22,17-May-22,CG,MW,2,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,3.578843071,0,2224.088783,-84.473862,42.71701,280,0
56,1,control,1,16-May-22,17-May-22,MO,MW,16,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,3.802856783,0,2055.320436,-84.47735,42.71721,275,0
56,2,control,1,16-May-22,17-May-22,MO,MW,21,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,2348.832163,-84.47735,42.71721,275,0
56,3,control,1,16-May-22,17-May-22,MO,MW,16,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,8.109296393,0,2473.681277,-84.47735,42.71721,275,0
57,1,treatment,1,16-May-22,17-May-22,CG,MW,3,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,3.569882522,0,2277.126269,-84.47298,42.71746,279,0
57,2,treatment,1,16-May-22,17-May-22,CG,MW,5,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,3256.869058,-84.47298,42.71746,279,0
57,3,treatment,1,16-May-22,17-May-22,CG,MW,9,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,3.213252692,0,3618.821454,-84.47298,42.71746,279,0
58,1,control,1,16-May-22,17-May-22,CG,MW,9,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,1730.219192,-84.473078,42.717194,277,0
58,2,control,1,16-May-22,17-May-22,CG,MW,9,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,21.98201758,0,2813.759182,-84.473078,42.717194,277,0
58,3,control,1,16-May-22,17-May-22,CG,MW,19,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,38.91924635,0,2786.459975,-84.473078,42.717194,277,2
59,1,treatment,1,16-May-22,17-May-22,AM,MW,24,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,2357.527479,-84.47337,42.71586,276,0
59,2,treatment,1,16-May-22,17-May-22,AM,MW,17,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,5.308228931,0,2728.135765,-84.47337,42.71586,276,0
59,3,treatment,1,16-May-22,17-May-22,AM,MW,21,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,2125.375796,-84.47337,42.71586,276,0
60,1,control,1,16-May-22,17-May-22,CG,CG,30,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,2346.687007,-84.475715,42.718735,274,0
60,2,control,1,16-May-22,17-May-22,CG,CG,24,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,1954.295628,-84.475715,42.718735,274,0
60,3,control,1,16-May-22,17-May-22,CG,CG,27,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,1951.58775,-84.475715,42.718735,274,0
61,1,treatment,1,16-May-22,17-May-22,MO,MW,9,1,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,8.318973227,0,1965.784843,-84.477105,42.715881,274,0
61,2,treatment,1,16-May-22,17-May-22,MO,MW,12,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,9.084204069,0,2379.018458,-84.477105,42.715881,274,0
61,3,treatment,1,16-May-22,17-May-22,MO,MW,15,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,1906.295762,-84.477105,42.715881,274,0
62,1,control,1,16-May-22,17-May-22,CG,CG,25,0,1,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,44.304536,0,2493.5271,-84.475936,42.717596,279,0
62,2,control,1,16-May-22,17-May-22,CG,CG,25,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,55.27403948,0,2838.251945,-84.475936,42.717596,279,0
62,3,control,1,16-May-22,17-May-22,CG,CG,30,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,8.888864112,0,3624.10997,-84.475936,42.717596,279,0
63,1,treatment,1,16-May-22,17-May-22,AM,MW,9,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes. Taped upper part of leaf over midrib.,1,0,NA,NA,0,0,1590.404169,-84.47299,42.71505,277,0
63,2,treatment,1,16-May-22,17-May-22,AM,MW,5,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,2179.843386,-84.47299,42.71505,277,0
63,3,treatment,1,16-May-22,17-May-22,AM,MW,12,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,3.838698977,0,2191.459841,-84.47299,42.71505,277,0
64,1,control,1,16-May-22,17-May-22,CG,MW,23,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,9.426497022,0,1691.980947,-84.473176,42.717843,282,0
64,2,control,1,16-May-22,17-May-22,CG,MW,20,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,67.34927464,0,1975.128903,-84.473176,42.717843,282,0
64,3,control,1,16-May-22,17-May-22,CG,MW,23,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,22.83864602,0,2508.471502,-84.473176,42.717843,282,0
65,1,treatment,1,16-May-22,17-May-22,AM,MW,9,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,3.858412184,0,2326.89674,-84.47334,42.71595,276,0
65,2,treatment,1,16-May-22,17-May-22,AM,MW,12,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,10.63258685,0,2789.246706,-84.47334,42.71595,276,0
65,3,treatment,1,16-May-22,17-May-22,AM,MW,10,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,2253.147841,-84.47334,42.71595,276,0
66,1,control,1,16-May-22,17-May-22,MO,MW,15,0,0,0,2,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,2477.145425,-84.477585,42.717645,273,0
66,2,control,1,16-May-22,17-May-22,MO,MW,15,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,2.741927841,0,2364.837494,-84.477585,42.717645,273,0
66,3,control,1,16-May-22,17-May-22,MO,MW,20,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,changed all of round one fungal count values to 0 because original fungal counts were actually just trichomes.,0,0,NA,NA,0,0,1925.462375,-84.477585,42.717645,273,0
1,1,treatment,2,30-Jun-22,1-Jul-22,NA,CG,25,1,0,2,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,53.93354142,0,2750.058643,-84.47251,42.717283,279,0
1,2,treatment,2,30-Jun-22,1-Jul-22,NA,CG,22,0,0,4,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,5.571669057,0,1588.36654,-84.47251,42.717283,279,0
1,3,treatment,2,30-Jun-22,1-Jul-22,NA,CG,28,0,0,2,1,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2661.854587,-84.47251,42.717283,279,0
2,1,control,2,30-Jun-22,1-Jul-22,NA,CG,26,0,1,4,3,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2501.812023,-84.477702,42.71657,0,0
2,2,control,2,30-Jun-22,1-Jul-22,NA,CG,25,1,1,12,1,0,0,1,0,0,1,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2531.684699,-84.477702,42.71657,0,0
2,3,control,2,30-Jun-22,1-Jul-22,NA,CG,27,0,2,13,3,0,0,1,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2475.622132,-84.477702,42.71657,0,0
3,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,21,3,1,7,2,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,32.62356498,0,2446.701065,-84.47722,42.71611,275,0
3,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,16,1,0,2,1,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,23.82430635,0,2554.906857,-84.47722,42.71611,275,0
3,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,13,1,0,2,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2898.153212,-84.47722,42.71611,275,0
4,1,control,2,30-Jun-22,1-Jul-22,NA,CG,27,3,0,3,1,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2616.664749,-84.476679,42.717582,277,0
4,2,control,2,30-Jun-22,1-Jul-22,NA,CG,26,2,0,2,0,0,0,1,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,1810.419685,-84.476679,42.717582,277,0
4,3,control,2,30-Jun-22,1-Jul-22,NA,CG,27,1,1,5,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2050.298944,-84.476679,42.717582,277,0
5,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,14,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2636.691575,-84.47205,42.71452,270,0
5,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,21,0,0,8,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2558.976738,-84.47205,42.71452,270,0
5,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,20,0,0,2,0,0,0,0,0,0,0,0,0,0,AM,0,NA,1,NA,NA,NA,0,0,1918.971354,-84.47205,42.71452,270,0
6,1,control,2,30-Jun-22,1-Jul-22,NA,BSM,24,1,0,2,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,"various eggs, psyllid",NA,4.168447162,0,2487.213497,-84.47339,42.71581,276,0
6,2,control,2,30-Jun-22,1-Jul-22,NA,BSM,26,3,0,1,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,various eggs,NA,11.44620465,0,3044.523772,-84.47339,42.71581,276,0
6,3,control,2,30-Jun-22,1-Jul-22,NA,BSM,21,2,0,2,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,heavy erineum infestation,NA,47.70237599,0,2174.993937,-84.47339,42.71581,276,0
7,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,22,0,0,2,0,0,0,0,0,0,0,0,0,1,AM,0,NA,1,NA,NA,NA,36.60204851,0,1642.482877,-84.473264,42.717181,278,0
7,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,19,0,0,3,0,0,1,0,0,0,0,0,0,1,AM,0,NA,1,NA,NA,NA,41.89056424,0,1208.01993,-84.473264,42.717181,278,0
7,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,25,0,0,2,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,1.7921097,0,1227.018085,-84.473264,42.717181,278,0
